کودکان,خردسال,که,در,حال,تمرین,کاراته,هستند,در,یک,سالن,ورزشی,روبرو,با,پرچم,آمریکا,سازماندهی,می,شوند,,بزرگسالان,با,لباس,های,کاراته,سیاه,و,زرد,آنها,را,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
دو,نفر,با,جلیقه,های,سیاه,در,مقابل,کودکان,با,جلیقه,های,سفید,ایستاده,اند,که,پرچم,آمریکا,بین,آنها,قرار,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
گروهی,از,کودکان,,با,لباس,های,سفید,کاراته,,به,پرچم,آمریکا,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
انبوهی,از,کودکان,در,حال,ارائه,پرچم,آمریکا,که,به,نظر,می,رسد,معلمان,آنها,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردم,در,یک,مراسم,کاراته,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
در,یک,تظاهرات,هنرهای,رزمی,مردی,با,دو,شمشیر,با,زنی,با,نیزه,چینی,روبرو,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,نفر,یک,زن,و,مرد,در,صحنه,هنرهای,رزمی,را,برای,جمعیت,به,نمایش,می,گذارند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,رزمی,کار,روبرو,می,شوند,-,یکی,شمشیر,در,دست,دارد,,دیگری,نیزه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,مسابقه,مسابقه,ای,بین,دو,مبارز,ورزش,های,رزمی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
مردی,با,شمشیر,با,یک,نیزه,با,ماده,مبارزه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,بوکسور,که,لباس,محافظ,بر,تن,دارند,با,هم,تماشاگران,در,حال,جنگ,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
همزمان,با,تماشای,مردم,,دو,بوکسور,کاملاً,پر,شده,در,یک,سالن,ورزشی,دبیرستان,روبرو,می,شوند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,مرد,در,یک,مسابقه,بوکس,حضور,دارند,,تماشاگران,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دو,نفر,در,وسط,عمل,یک,مسابقه,جنگی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دو,مرد,با,لباس,بوکس,و,درگیر,مسابقه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,شلوار,جین,و,تی,شرت,سفید,سبزیجات,را,در,آشپزخانه,خرد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,پسر,سفیدپوست,در,حالی,که,به,دوربین,نگاه,می,کند,غذا,را,آماده,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردی,با,لباس,سفید,با,چاقو,غذا,را,برش,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مرد,جوانی,با,لباس,سفید,گوجه,فرنگی,را,برش,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مرد,جوانی,گوجه,فرنگی,را,خرد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
پسری,که,تنه,های,شنای,آبی,به,تن,دارد,در,حال,صعود,بر,روی,سنگ,ها,با,هتل,هایی,در,ساحل,دور,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
پسر,جوانی,با,شورت,آبی,در,حال,صخره,نوردی,در,امتداد,ساحل,ساحل,هتل,استراحتگاه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
پسر,جوانی,که,تنه,شنا,بر,تن,دارد,در,حال,عبور,از,میان,سنگهای,کنار,ساحل,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
پسری,که,شورت,آبی,به,تن,دارد,و,بالای,صخره,ها,کنار,دریا,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
پسری,در,حال,پریدن,روی,سنگ,های,کنار,ساحل,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
مردی,که,در,حال,نواختن,ساز,موسیقی,است,و,در,کنار,یک,شیر,آتش,نشانی,زرد,و,قرمز,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
این,مرد,کنار,یک,شیر,آتش,نشانی,ایستاده,و,ساکسیفون,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,در,کنار,یک,شیر,آتش,نشانی,مشغول,نواختن,ساکسیفون,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,در,کنار,یک,شیر,آتش,نشانی,زرد,,ساکسیفون,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,کنار,دیوار,ایستاده,و,ساکسیفون,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,در,حال,آماده,سازی,پخت,و,پز,ماهی,برای,بازدید,کنندگان,خود,در,طی,یک,رویداد,محلی,در,شهر,است,که,توسط,شرکت,نایک,ترتیب,داده,شده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
مردی,در,بازار,ماهی,ماهی,شمشیر,را,به,صورت,استیک,می,برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,با,لباس,قرمز,و,سیاه,ماهی,می,فروشد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,ماهی,شمشیر,را,قصاب,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردی,شمشیر,ماهی,را,خرد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
اینجا,پسر,کوچکی,است,که,بسیار,همکار,است,و,فضای,ایوان,خارج,را,با,جاروی,بزرگ,در,ایوان,جلویی,که,نرده,محکمی,دارد,جارو,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
یک,پسر,کوچک,با,جاروی,بزرگتر,عرشه,چوبی,را,در,پشت,خانه,جارو,می,کند.,یک,جنگل,وحشی,در,پشت,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
یک,پسر,کوچک,با,جارو,کردن,برگهای,عرشه,از,آن,لذت,می,برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,نر,سفیدپوست,جوان,در,حال,جارو,کشیدن,ایوان,با,جارو,بزرگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
پسر,جوان,با,جارو,عرشه,ای,را,در,منطقه,ای,جنگلی,جارو,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,سگ,کوچک,قهوه,ای,با,یک,اسباب,بازی,قرمز,در,دهان,خود,,روی,پاهای,عقب,خود,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
یورکی,به,هوا,پرید,تا,یک,توپ,قرمز,در,دهان,خود,بگیرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
تریری,که,از,جا,پرید,یک,توپ,قرمز,در,دهان,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
سگی,در,هواپیما,توپ,قرمز,را,می,پزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
یک,سگ,توپ,گلف,را,بازیابی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
سه,زن,ملبس,به,لباس,ساده,در,آشپزخانه,خود,مشغول,پختن,غذا,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
سه,دختر,هنگام,تهیه,غذا,در,آشپزخانه,ای,نامرتب,می,خندند,و,از,آن,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
سه,زن,صمیمی,برای,آنها,مهمانی,آماده,می,کنند,تا,بعداً,بخورند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
سه,زن,در,آشپزخانه,,مشغول,آشپزی,و,خندیدن,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
سه,زن,در,آشپزخانه,ایستاده,اند,و,مشغول,آشپزی,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
نمایی,از,زمین,یک,پل,عابر,پیاده,,با,چندین,عابر,پیاده,روی,آن,,و,نمای,پاهای,یک,مرد,در,پیش,زمینه,مرکزی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
دزدگیرها,و,سایر,عابران,پیاده,روی,عصرانه,از,روی,پل,عبور,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردم,از,روی,یک,خط,خاکستری,روی,یک,پل,بزرگ,در,حال,قدم,زدن,یا,دویدن,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
مردم,در,پیاده,رو,پل,پل,قدم,می,زنند,و,می,دوند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردم,در,حال,گذر,از,روی,پل,به,طور,عادی,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,زن,جوان,در,امتداد,مسیری,روستایی,که,با,درختان,هم,مرز,است,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
دو,زن,با,مردی,بسیار,عقب,در,جاده,ای,خاکی,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
دو,دختر,در,حال,پیاده,روی,در,جاده,ای,خاکی,در,یک,پارک,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دو,زن,جوان,در,امتداد,جاده,ای,خاکی,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,زن,که,در,یک,مسیر,بیرونی,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
چهره,سایه,دار,یک,دختر,جوان,هنگام,غروب,در,ساحل,به,سمت,آب,در,حرکت,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
شخصی,که,بالای,آن,قرمز,است,در,ساحلی,رو,به,لبه,آب,خم,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,دختر,بچه,پابرهنه,با,شلوارک,و,یک,تی,شرت,که,به,سمت,جزر,و,مدی,در,حال,عقب,می,دوید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
دختری,جوان,در,ساحل,,در,حال,دویدن,به,سمت,آب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دختر,کوچک,در,غروب,خورشید,در,ساحل,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
عکس,دو,زن,با,کلاه,های,مجسمه,آزادی,در,مترو,گرفته,شده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
برخی,از,بزرگسالان,جوان,از,تاج,های,قانونی,فوم,سبز,استفاده,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
برخی,از,جوانان,هنگام,حضور,در,نیویورک,از,یکدیگر,عکس,می,گیرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
سه,زن,با,کلاه,های,مجسمه,آزادی,و,عکس,گرفتن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
چند,دختر,با,کلاه,مجسمه,آزادی,فوم,سبز,در,قطار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
کودک,خردسال,,لباس,آبی,و,کلاه,سبز,,یک,بادکنک,نارنجی,را,منفجر,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
پسر,جوانی,با,لباس,آبی,و,کلاه,سبز,یک,بادکنک,نارنجی,را,منفجر,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
کودک,خردسال,با,کلاه,سبز,که,بادکنک,نارنجی,را,منفجر,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
پسری,با,کلاه,ماهیگیری,در,حال,منفجر,کردن,یک,بالون,نارنجی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
کودک,خردسال,یک,بادکنک,نارنجی,را,باد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,سگ,سیاه,و,سفید,که,به,درون,استخر,می,پرد,و,تعداد,زیادی,توپ,تنیس,در,آن,قرار,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
سگی,برای,بازیابی,چند,توپ,تنیس,شناور,به,داخل,استخر,شنا,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,سگ,سیاه,به,استخر,می,پرد,که,تعداد,زیادی,توپ,زرد,در,آن,قرار,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,سگ,سیاه,و,سفید,بعد,از,توپ,های,تنیس,به,داخل,استخر,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
سگی,در,استخر,شنا,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
دو,پسر,کوچک,هستند,که,کلاه,های,توپی,دارند,و,با,سه,مرد,بزرگسال,T-Ball,را,در,چمن,های,سبز,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
پسر,کوچک,پس,از,برخورد,به,توپ,در,یک,بازی,توپ,سه,راهی,,راه,اشتباه,را,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
دو,پدر,که,یک,مربی,را,تماشا,می,کنند,,2,پسر,جوان,را,به,بازی,توپ,سه,راهی,هدایت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
سه,مرد,از,تماشای,دویدن,بچه,هایشان,روی,چمن,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,به,کودک,نشان,می,دهد,که,پس,از,اصابت,توپ,,از,چه,راهی,باید,بدود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردی,در,حالی,که,روی,صحنه,ایستاده,است,و,سازها,و,وسایل,موسیقی,را,روی,زمین,اطراف,خود,می,ایستد,,در,حال,خواندن,میکروفون,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
عکس,فازی,یک,خواننده,مرد,را,در,کنار,مایک,نشان,می,دهد,,سازهایی,که,در,پس,زمینه,چیده,شده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
شخصی,که,جوراب,سفید,و,کفش,مشکی,به,تن,دارد,جلوی,میکروفون,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,که,در,پس,زمینه,سازهایی,در,حال,خواندن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
شخصی,با,لباس,آبی,میکروفونی,را,در,دستان,خود,گرفته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
پیرمردی,با,عینک,,کلاه,بیس,بال,,لباس,سفید,و,جلیقه,قرمز,بیرون,ساختمان,یک,توبا,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,که,کلاه,سفید,,عینک,آفتابی,و,جلیقه,قرمز,بر,سر,دارد,,در,حال,نواختن,سوسافون,طلا,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,با,لباسهای,سفید,و,قرمز,با,عینک,آفتابی,که,شاخ,بسیار,بزرگی,را,حمل,و,دمیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,که,جلیقه,سرخابی,به,تن,دارد,در,حال,نواختن,سوسافون,بزرگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,شهروند,مسن,که,توبا,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دختر,کوچک,مو,قرمز,روی,ترامپولین,زیر,درخت,کنار,سوله,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دختر,جوانی,که,از,روی,نرده,یا,نردبان,کنار,آن,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
کودک,خردسال,با,موهای,قرمز,روی,ترامپولین,برگشت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دختری,سرخ,پابرهنه,که,از,روی,ریل,می,پرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دختری,روی,ترامپولین,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
زنی,با,لباس,مشکی,,شلوار,جین,و,کفش,های,سفید,تنیس,در,حال,بولینگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
زنی,با,شلوارک,کوتاه,توپ,بولینگ,را,به,پایین,سالن,بولینگ,پرتاب,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
زنی,فقط,یک,توپ,بولینگ,را,از,سالن,بولینگ,آزاد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
این,زن,در,یک,مسابقه,بولینگ,نوبت,خود,را,می,گیرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
زنی,در,سالن,بولینگ,بولینگ,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
شخصی,در,اواسط,پرتاب,یک,توپ,بولینگ,سبز,به,پایین,بولینگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,با,لباس,برنزه,قصد,دارد,یک,توپ,بولینگ,سبز,را,به,پایین,خط,بفرستد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,مرد,به,تنهایی,با,یک,توپ,سبز,در,حال,بولینگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
یک,پسر,در,حال,بولینگ,یک,توپ,بولینگ,سبز,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,مرد,یک,توپ,بولینگ,سبز,را,کاسه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,مرد,روی,صحنه,است,که,آواز,می,خواند,و,سه,نفر,در,مقابل,جمعیت,مشغول,نواختن,گیتار,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
گروهی,که,برای,جمعیت,زیادی,آواز,و,گیتار,الکتریک,می,نوازد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردم,روی,صحنه,هستند,و,برای,گروهی,از,مردم,موسیقی,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,گروه,برای,مخاطبان,بار,نمایش,شو,راک,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
گروهی,که,در,یک,بار,یا,کلوپ,محلی,اجرا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مرد,عینکی,کاغذهایی,را,روبروی,بازار,آسیا,و,مقوایی,به,اندازه,واقعی,از,یک,زن,را,می,خواند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
یک,مرد,آسیایی,با,عینک,و,کت,چرمی,مشغول,خواندن,روزنامه,در,یک,فروشگاه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,مرد,آسیایی,که,کت,مشکی,به,تن,دارد,جلوی,یک,فروشگاه,مشغول,خواندن,روزنامه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مرد,چینی,در,فروشگاه,ایستاده,کنار,مقوای,بریده,شده,از,یک,زن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
او,در,حال,خواندن,مقاله,ای,است,و,او,با,لبخند,به,او,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,سگ,قهوه,ای,روی,بند,از,میان,آب,سفید,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,سگ,برنزه,بر,روی,دسته,بند,که,در,آب,کم,عمق,اقیانوس,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,سگ,مرطوب,روی,بند,,از,طریق,مقداری,آب,در,حال,عبور,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
سگ,قهوه,ای,که,از,آب,کم,عمق,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,سگ,خیس,خورده,در,آب,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسری,که,بدون,لباس,و,چند,شلوار,جین,آبی,رنگ,در,حال,پریدن,در,هوا,در,جنگل,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
یک,مرد,در,منطقه,ای,جنگلی,به,هوا,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,مرد,بدون,لباس,در,یک,جنگل,آفتابی,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,مرد,بدون,لباس,از,بالای,یک,کنده,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسر,در,حال,پریدن,در,جنگل,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
پیرمردی,که,در,حین,راه,رفتن,با,یک,سگ,کوچک,قهوه,ای,دوربین,را,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
یک,پیرمرد,با,استفاده,از,یک,بند,قرمز,در,حال,راه,رفتن,سگ,قهوه,ای,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مرد,مسنی,سگ,خود,را,برای,پیاده,روی,در,نزدیکی,آب,می,برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,مرد,و,یک,سگ,روی,تپه,ای,مشرف,به,آب,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,مرد,سگ,خود,را,در,نزدیکی,اقیانوس,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,زن,بور,با,یک,مخزن,سفید,و,عینک,آفتابی,در,حال,صحبت,با,مردی,است,که,کنار,قایق,ها,روی,سطح,سنگ,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
